mean_temp,min_temp,max_temp,dewpoint_temp,pressure,humidity,cloud,rainfall,low_visibility_hour,sunshine,radiation,evaporation,wind_direction,wind_speed
16.2,15,17,14.1,1020.7,88,100,2.2,1,0,3.15,0.1,70,42.2
16.6,15.3,17.7,13.5,1021.6,82,95,0.5,3,0,2.99,3,60,30.2
14.5,12.3,16.1,11.5,1022.6,83,72,3.2,2,2.3,8.17,1.5,10,26.1
14,11,17.9,6.3,1020.6,61,10,0,8,9.4,17.51,2.4,20,21.3
14.9,12.8,18.4,8.1,1019.8,65,9,0,2,9.5,17.6,2.6,20,14.3
16.4,13.2,20.4,9.9,1021.7,67,19,0,7,9.5,16.11,3,50,10.5
16,13.7,19.2,8.3,1024.5,61,16,0,2,9.5,16.59,3.5,80,24.6
15.2,13.1,17.1,10,1025,71,21,0,9,9.5,15.53,3.7,70,32.9
15.5,13.2,17.9,8.9,1022.3,65,2,0,0,9.6,16.42,1.5,70,30.5
17.3,15.2,19.6,13.2,1017,78,56,0,0,7.8,15.4,3.3,50,22.5
19,18.1,20.7,15.7,1014.5,81,88,0,0,0.6,8.15,1.9,40,18.7
20.2,18.2,23.9,17.4,1014.8,84,49,0,6,7.8,14.96,2.5,40,9.2
18.1,16.2,19.2,14.2,1019.7,79,70,0.1,4,0,3.55,3.2,20,21.4
15.7,13.6,18,9.7,1025.1,68,32,0,0,8.9,16.34,3.3,20,26.3
15.5,14.1,17.5,9.9,1025,70,34,0,20,8.4,15.22,2,60,25.1
16.3,13.9,19.2,9.9,1023.4,67,23,0,8,9.5,15.83,3,60,26.9
16.9,14.9,19.6,10.4,1022.3,66,79,0,7,3.1,9.86,3.5,50,28.9
14.1,12,17.1,11.2,1021.5,83,89,14.9,3,0,1.63,0.7,20,38.8
12.6,11.7,13.9,11.2,1020.9,91,82,25.8,0,0.1,3.16,1,10,23.1
13.7,10.3,17.5,6.9,1022,65,13,0,0,9.8,18.49,3.1,20,31.6
14.5,11.4,17.6,8.1,1022.7,66,20,0,5,9.8,18.06,1.9,30,21.5
16.7,14.5,20.2,10.6,1022.4,68,29,0,4,9.4,17,4,50,16.6
15.7,13.5,17.7,9.1,1024.1,65,14,0,5,9.6,17,1.7,80,30.6
16.2,13.9,19.2,8.9,1023.7,63,28,0,16,9,16.09,4,70,24.7
15.8,13,19.3,6,1022.4,54,15,0,5,8.8,17.07,4.3,20,26
15.9,14.2,18.5,9.7,1021.3,67,45,0,3,6.8,14.69,2.7,70,25.9
17.2,14.2,20.4,11.4,1020.9,70,37,0,22,5.6,10.9,1.3,30,6.5
17.4,15.3,20.7,5.9,1021.5,48,14,0,2,9.9,18.14,3.4,40,16.2
16.3,14.4,19.3,10.4,1020.6,68,31,0,0,9.9,17.7,3.1,50,23.5
17,15.8,18.5,12.7,1019.1,76,85,0.9,9,1.5,9.05,1,50,31.9
18.2,16.6,19.7,14.4,1018.9,79,81,0,5,1.5,9.9,2.3,40,19.4
18.6,16.6,21.5,15.5,1018.5,82,51,0,5,8.8,16.76,2.8,40,16.4
18.3,17.2,19.8,15.3,1017.9,82,71,0,6,4.4,10.88,3.1,60,25.5
16.9,16.1,18.5,12.8,1018.8,77,75,0,1,5.2,14.49,4.2,70,42.8
16.8,14.9,19.5,12.9,1019.6,78,23,0,0,10,18.09,2.4,50,23
16.8,15.5,19.6,13,1021.9,79,49,0,17,3.8,9.71,2,40,15
15.5,14.7,16.5,12.3,1025.6,81,83,0,8,0.2,4.81,1.5,50,29
15.3,14.2,17.2,11.3,1026.3,78,83,0,22,0.7,6.85,1.9,60,31.5
16.3,14.7,19.1,12.2,1025.4,77,53,0,14,8.6,17.33,3,60,29.1
17.1,15.5,19.8,13.6,1024.6,80,58,0,9,8.8,17.52,2.8,50,23.3
16.2,14.2,17.9,12.6,1023.5,80,80,0,17,0.3,3.84,2.5,70,19
14,12.5,16.5,6.9,1024.9,62,84,0,2,3,10.16,3.1,20,29
13.4,11,15.7,8,1024.5,70,88,0.3,18,1.4,7.63,1.7,50,21.9
16,14.4,18.4,10.9,1021.7,72,81,0,22,3.5,12.82,3.1,70,19.9
16.2,13.9,19.5,5.9,1023.2,51,67,0,8,8.9,17.34,4.3,20,27.8
14.9,13.7,17.2,9.1,1025.2,68,34,0,23,9.2,16.96,3.2,70,32
14.5,12.8,17.1,9.1,1022.2,70,26,0,2,9.1,16.55,3,70,23.3
16,13.6,18,10.4,1018.7,70,67,0,10,4.5,12.51,2.8,50,10.7
17.3,14.6,21.4,8.8,1018.2,59,49,0,16,9.7,18.13,4.3,50,12.8
17.5,14.4,21.5,7.4,1018.3,53,49,0,0,10.3,19.49,4.9,50,20.8
18.5,16.8,20.5,8.7,1016.9,53,62,0,0,4.9,13.69,2.5,50,27.4
18.9,18.1,19.8,16.3,1016.2,85,88,3.3,1,0,3.48,0.4,30,16.3
19.7,17.8,21.6,17.9,1016.5,90,68,0,6,1.6,8.24,1.1,40,4.4
19.2,18.2,21.6,16.7,1016.7,86,79,0,6,4.2,11.57,2.6,40,13.5
18.1,17.1,19.4,14.4,1019.1,79,86,0,13,1.4,8.18,2.7,50,29
17.2,16.4,17.9,13.3,1020.3,78,88,0,7,0.3,7.76,2.5,70,39.6
17.5,15.9,19.1,14.8,1018.3,84,88,0,1,0.3,9.65,1.8,50,31.7
19.3,17.6,21,17.6,1015.5,90,86,0.2,1,0,6.58,0.2,30,13.4
20.3,18.9,22,19.2,1016.1,93,90,15.6,1,0.2,5.71,2.7,40,13.7
18.6,17.9,19.1,17.7,1015.5,95,93,10.2,2,0.4,8.05,1.4,40,21.4
18.6,17.8,19.6,17.7,1014.8,94,88,0,3,0.2,8.1,1.9,40,19.8
19.6,18.9,20.5,18.8,1014.1,95,88,0.8,3,0.4,7.45,1.2,30,18.8
21.4,19.5,23.8,19.8,1014.2,91,71,0,1,5.4,13.13,2.4,40,13.1
19.4,17.9,21.5,18.3,1015.8,94,87,1.2,1,0,3.13,0.2,90,32.7
18.3,17.2,19.5,16.7,1017.3,90,89,0.4,0,0.2,8.3,2.2,50,27.2
18.9,17.6,20.4,14.1,1019.4,74,84,0,1,1.2,8.02,1.8,20,16.5
17.5,17.1,18.2,14.8,1016.4,84,92,0,2,0,4.88,1,70,32.5
19.3,17,22.5,17.1,1012.4,87,89,0.2,2,1.4,9.1,1.7,40,19.5
17.2,16.3,18.7,15.7,1015.1,91,92,0.2,0,0,2.97,0.2,60,31.8
16.2,15.7,16.6,15.4,1016.6,95,98,4.8,1,0,4.24,0.2,70,35.8
16.9,16.4,17.4,15.8,1017,94,96,0.1,2,0,4.16,0.1,50,29.4
17.4,16.6,18.4,15.9,1018,91,100,0.2,16,0,6.88,1.5,50,30.5
18.5,16.8,20.3,16.1,1017.9,86,91,0,0,2.4,13.59,1.9,40,24.3
21.1,18.1,25.1,17.8,1018.5,82,65,0,6,7.7,17.33,4.9,30,9.8
17.7,16.1,19.4,12.7,1022.1,73,75,0,1,4.1,13.38,3.6,80,45.2
16.2,15.5,17.6,13,1021.9,81,92,0.3,7,0.1,5.97,0.6,60,34.2
15.7,14.8,16.5,14,1020.6,89,92,3.7,0,0,3.39,1.6,30,22.3
17.2,15.8,18.3,12.9,1019.1,76,92,0,0,0,7.36,1.3,50,29.5
19.4,18,20.3,16.4,1018.4,83,91,0,0,0,5.44,1,40,22.5
20.9,19.6,22.5,19.7,1016.5,93,92,0,0,0.2,7.03,1.8,40,16.3
21.8,20.4,23.7,20.6,1015.7,93,91,0,0,0.8,11.38,2.1,40,13.6
22.1,20.7,24.6,20.7,1013,92,86,0,1,1.5,10.92,2.1,50,14.2
23,21,26,21.5,1011.6,91,86,0,0,0.8,7.8,1.8,40,8.9
24,22.3,26.4,22,1013.1,89,68,0,0,5.1,14.72,1.6,50,9.4
24,22.1,28.3,21.3,1015.3,86,39,0,0,8.1,17.48,4.5,40,7.6
22.9,21,25.5,20.3,1016.7,85,65,0,5,7.5,16.51,1.8,40,7.1
21,19.9,22.3,17.5,1017.9,81,85,0.1,2,0,7.18,4.1,70,32.3
20.9,19.2,24.5,13.8,1018.9,64,80,0,1,2.6,13.86,4.2,80,36.2
19.8,18.4,22.3,15.2,1022.5,75,86,0,10,5.4,16.15,4.5,80,41.8
18.2,17.7,19.1,14,1024.2,76,83,0,0,0,3.88,2.6,70,39.5
18.8,17.4,20.5,15.3,1024.2,80,88,4.2,3,0,6.95,1.9,70,27.4
20.3,17.9,23.7,18.2,1021.6,88,86,14.6,11,2.4,8.22,1.5,30,10.8
21.4,19.7,24.8,17.8,1018.4,81,46,0,0,6.5,19.55,3.2,50,14.6
22.4,20.1,26.7,18.7,1016.2,80,68,0,0,6.7,19.22,4.3,50,12.3
22.8,21.5,25.2,20.6,1014.9,87,84,0,1,3.8,14.51,3.1,50,14
23.3,21.9,25.6,21.6,1013.9,90,83,0,0,1.6,11.69,2.7,40,9.9
24.4,22.7,27.2,22.1,1012.2,87,80,0,0,1.5,12.16,3,150,10
25.6,23.6,28.5,22.5,1008.5,84,80,0,0,2.1,13.67,3.1,180,22
25.9,25,26.9,23,1007.6,84,82,0,0,0.5,6.1,2,170,21.4
26.5,25,29.4,23.3,1009.8,83,74,0,0,2.1,12.74,3,170,16.9
26,24,30.6,22.1,1011.3,80,38,0,0,10.4,25.32,5.3,50,10.7
26.5,23.8,29.8,22.7,1011.4,80,32,0,0,11.1,23.17,3.6,30,8.8
24.9,22,27.1,21.8,1013.7,83,81,0.1,0,4.6,13.31,6.9,70,25.9
18.9,16.4,22.1,14.8,1018.3,77,92,10,0,0,4.97,2.9,20,29.8
18,15.9,19.4,16.1,1017.8,89,94,1.3,2,0,3.66,0.7,30,26.8
18.2,16.6,20,16,1017.9,87,90,0.7,0,0,3.39,0.4,20,19.8
17.1,16.4,17.9,16.6,1019.1,97,100,52,0,0,3.06,0.2,30,26.5
19.3,16.5,22.4,15.9,1019.6,81,71,0.2,3,3.1,14.26,4.3,20,9.8
22.4,18.6,27.2,13.1,1018.7,57,9,0,1,11.1,25.44,4.7,10,12.6
21.5,18.1,26.6,8.3,1018.7,44,9,0,0,11.3,27.49,6.2,20,18
22.1,18.4,27.5,12.5,1016.1,56,15,0,0,11.5,26.91,5.5,180,7.4
22.7,19.6,26.1,16.7,1015,69,25,0,0,11.1,25.03,5.2,230,11.5
23.7,20.7,27.4,18.8,1012.4,75,52,0,0,11.2,25.85,5.3,140,11.9
25.3,23.2,27.2,22.7,1010.1,86,88,0,0,1.7,9.55,3,180,22.2
26.6,25.8,27.5,23.5,1008.6,83,88,0,0,0.2,4.7,2.1,200,25
26.3,23,28.6,23.4,1008,84,88,0.2,0,1.1,7.21,2.8,210,20.3
23.7,22.5,25.7,19.1,1012.7,75,81,0,1,0.4,10.76,3.3,20,20.1
23.3,21.7,26.7,18.6,1017.1,75,81,0,0,4.6,16.8,5.5,80,31.4
22.6,22.1,23.6,16,1018.4,66,88,0,0,0,5.57,2.5,70,29
24.4,21.6,29,18.5,1017.6,70,48,0,3,8.7,22.08,3.9,70,15
23.9,22.2,27.2,19.6,1017.1,77,52,0,6,4.6,16.97,3.3,70,20.6
24.1,22.2,27.9,19.5,1016.9,76,59,0,0,9.1,22.42,5.2,80,20.4
24.8,21.8,30.3,20.7,1014.3,79,27,0,0,10.6,23.35,4.8,50,13.3
25.4,23.1,28.9,21.3,1011.7,79,58,0,0,6.7,19.19,4.8,230,10.5
26.6,24.3,30.1,22.7,1011.1,80,66,0,0,9.8,23.23,4.3,220,16.3
27.5,24.9,31.9,23.1,1011,78,41,0,0,10.1,23.96,5.1,190,12.2
27.2,25.4,30.8,23.6,1010.3,81,76,0.5,0,5,14.74,3.5,120,15
27.6,26.4,29.8,23.7,1009.5,79,79,0,0,2.5,12.05,3,200,22.4
28.2,27,30.4,24.2,1009.7,79,81,0,0,5.2,17.54,6.1,210,19.5
28.1,26.9,30.7,24.2,1010.1,79,83,0,0,5.5,16.74,5.3,210,19.2
27.3,24.3,30.5,24,1008.9,82,86,3.9,0,1.6,10.11,2.7,200,22.9
26.8,24.2,28.9,24.3,1008.5,87,85,0.6,0,1.3,9.36,2.6,170,19.4
28,26.5,30.6,24.8,1009.7,83,81,0.3,0,3,11.62,3.3,180,15
28.2,27.1,30.2,24.4,1008.7,80,84,0,0,1.4,11.45,2.5,180,22.5
27.3,24.2,30.5,24.1,1008.5,83,81,7.3,0,2.1,11.27,3.2,210,21.1
26.3,24.3,28.8,24.5,1009.7,90,84,20.1,0,1.1,10.24,4.8,30,14.1
25.6,23.3,29.4,24.1,1010.3,91,85,51,0,1.9,12.6,0,110,19.4
25.7,22.6,29.5,20.9,1012.2,75,78,0,2,7.6,21.26,5.5,100,16.1
26.4,25.2,28.4,23.5,1012.2,84,85,0,0,4,17.18,3.4,100,19.3
28.5,26.4,31.9,24.3,1012.1,78,70,0,0,8.4,22.61,6.3,170,12.5
29.1,27.1,32.6,24.7,1011.4,78,73,0,0,6,18.61,4.3,200,13.8
26.7,24.6,28.6,24.5,1009.9,88,86,18.4,0,0.5,5.73,1,220,13.1
26.4,24.5,29.6,24,1008.3,87,86,5.7,0,1.4,9.17,2.3,230,17.2
28.2,26.1,29.3,24.7,1007.9,82,88,0.9,0,0.8,9.13,3.3,210,23
28.6,27.6,29.3,25.5,1006.9,83,88,1.2,0,0.4,5.34,2.8,210,32.4
27.9,25.2,30,25.8,1006.2,88,90,107.7,0,0.3,4.26,0,220,34.3
24.2,23.1,25.3,22.7,1008.4,92,93,12.6,0,0,5.28,1.9,70,41.6
23.6,22.9,24.3,22.2,1008.8,92,88,0.7,0,0,6.19,0,60,30.8
24.8,23.9,27.4,24.3,1006.2,97,96,169.4,0,0,1.5,0,210,18.8
26.6,24.6,29,25.5,1005.8,94,88,8.2,0,0.6,8.93,8.1,30,6
28.4,25.4,32.5,25.8,1006.6,86,78,29.4,0,5.9,19.01,0,210,8.3
26.9,24.6,28.7,25.9,1008.3,95,89,64.6,0,0,2.63,0.7,200,11.3
29.2,27.8,31,26.3,1007,84,86,0.2,0,3.3,14.06,3.6,200,24.4
30,28.3,31.9,26.2,1005.3,81,86,1.4,0,8.3,24.43,2.3,210,27.3
30.3,29.1,32.5,26.2,1006.5,79,83,0,0,4.8,15.43,5.5,210,23.5
29.6,26.1,32.5,26.1,1007.5,81,79,7,0,8,23.1,4.8,230,24
29.3,26.7,31.5,26.1,1007.3,83,86,1.9,0,2.6,13.03,5.4,220,15.4
29.3,28.4,31.2,26.2,1007.9,83,82,10.6,0,0.4,7.1,3.2,190,22.8
29.6,26.5,32.5,25.8,1009.3,81,81,5.4,0,4.2,15.39,3,190,22.9
29.9,28,33.2,25.1,1010.2,76,68,0,0,10.6,27,6.5,220,19.8
29.8,27.9,32.8,25.2,1008.9,76,59,0,0,11.1,27.52,6.3,230,19.9
29.2,27.8,31.4,25.2,1007.3,79,77,0,0,5,16.81,5.7,230,24.4
29.5,27.2,32.4,25.3,1007.7,78,78,0.8,0,5.9,19.36,2.9,210,10.8
29.8,28.1,32.1,25.4,1009,78,65,0,0,5.1,17.02,6.9,200,20.3
29.8,27.8,32.2,25.4,1008.1,77,73,1.6,0,7.5,21.48,6.8,200,20.9
29.9,28.4,31.5,25.5,1007.2,77,72,0,0,6.2,19.04,6.3,220,22.6
29.9,27.3,32,26.1,1007.3,80,83,8.1,0,3.8,13.57,4.3,210,22
30.3,27.9,32.7,26.1,1008.2,78,79,0.8,0,5.5,17.55,0,220,22.6
28.8,25.6,31.7,26,1008.5,85,79,96.8,0,6.7,19.1,6.3,210,15.2
29.9,28.5,32.3,25.5,1007.9,78,76,0.4,0,4.9,15.89,2.3,210,18
29.9,27.3,33,25.6,1008.3,78,77,1.5,0,4.9,17.75,5.6,200,18.4
30.2,26.7,34,25.6,1009.4,77,48,5.2,0,6.6,18.81,5.3,200,10.6
30.1,28.1,33.4,25.3,1008.2,76,39,0,0,9.9,24.53,6.6,220,11.1
30.2,28.5,33,25.4,1006,76,40,0,0,11.5,27.74,7.8,230,22.5
30.7,28.5,34.2,25.2,1005.3,73,52,0,0,11.7,27.68,8.1,230,20.9
30.8,28.6,34.2,25.2,1006.1,73,40,0,0,10.5,26.75,7.1,230,14.5
30.9,29.2,34.1,26.1,1006.5,76,56,0,0,10,25.6,5.3,130,13.6
28.5,26.3,31.9,26.7,1005.1,90,80,51,0,3.4,14.42,0,110,26
27.9,26.7,30,26.6,1003.2,93,87,18.1,0,1.5,10.23,0,130,25.6
27.3,26,29.1,26.1,1003.9,93,88,51.3,0,0.3,7.91,0.8,160,24.6
28.3,26.1,30.7,26.2,1005.3,89,86,9.7,0,0.4,10.12,1.9,170,17.4
28.3,26.9,29.7,26.3,1005.8,89,88,28.5,0,0.9,6.74,2.1,200,24.4
29.5,27.1,32.3,26,1006.1,82,68,10.4,0,6.8,19.68,3.3,220,24.4
30.4,29.1,32.5,26.1,1008.3,78,53,0,0,8.8,20.93,7.6,200,21.9
30.4,27.4,33.6,25.7,1009.5,76,64,1.9,0,10.8,25.32,6.3,220,20.2
30.5,28.9,33.3,25.5,1007.9,75,54,0,0,10.3,23.89,7.7,220,24.1
30.4,29.1,32.5,25.8,1006,76,66,0,0,7.6,21.61,5.7,220,27.2
30.5,29.4,32.7,26.2,1004.2,78,78,0,0,9,23.73,7.8,220,28.2
30.6,29.5,32.6,26.2,1003.2,78,81,0,0,7.9,23.12,6.2,220,28
30.6,29.3,32.4,26.4,1002.8,79,80,0,0,6.5,18.21,6,210,19
30.5,28.7,33.8,25.9,1002.8,77,78,0,0,7.2,17.91,3,170,11.8
29.8,28.5,32.7,25.6,1003.1,79,69,0,0,11,27.02,8.1,40,10.7
29.2,27.9,30.7,24.1,1001.3,75,80,0,0,2.8,12.46,6.3,20,11
29.2,26.7,32.7,21.7,1000.4,64,69,0,0,7.2,20.64,8,10,23.5
28.8,26.6,31.8,21.3,1000.3,64,82,0,0,5,19.43,6.2,10,19.3
27.4,25,30.2,22.2,997.4,74,88,2,0,0.4,9.99,4.7,360,23.3
28.3,25.4,32.7,25,1000.2,83,82,24.3,0,7.3,20.6,5.9,90,20
29.9,27.1,32.9,24.5,1000.1,74,42,0,5,8.5,20.84,5.6,220,11.9
30.9,28.7,33.9,25.7,1001.1,75,43,0,3,9.5,21.96,8.3,220,14.3
30.8,29,34.4,25.8,1002.3,75,59,0,0,9.3,21.62,6.6,210,12.6
30.5,28.6,34.1,26.2,1002.1,78,67,0,0,4.8,14.51,4.6,180,9.6
30.3,28.4,33.5,26.4,1001.1,79,73,0,0,6.5,19.21,5.7,150,10.2
30.2,28,32.8,26.2,1000.5,79,87,0,0,5.2,14.34,4.8,220,10.4
28.9,26.4,32.9,25.3,1001.5,81,85,1.2,0,6.2,18.61,6.1,230,15.8
29.7,28.5,32.4,26.1,1001.6,81,81,0.2,0,5.3,16.43,4.8,60,17.7
29.7,28.2,33.5,24.8,1001.2,75,74,0,0,6.3,18.41,4.9,40,31.3
27.4,26.2,29,25.7,1001.4,91,92,46.2,0,0,3.08,0,60,32
26.7,25.2,27.9,24.3,1006.6,87,93,51.2,0,0,4.44,0,230,46.7
27,23.9,28.9,25.4,1008.4,91,93,191.3,0,0,1.63,0,220,26.5
27.9,24.9,29,25.5,1007.9,87,90,45,0,0.3,4.38,0.4,200,28.5
28.8,27.4,30.1,25.5,1006.9,83,88,5.7,0,1.8,8.19,3.1,200,37.1
28.5,27.3,29.8,25.4,1006.6,83,88,9.6,0,0.7,8.41,1.2,200,32.1
28.5,25.9,30.4,25.4,1009,83,85,24.9,0,1.3,10.37,2.8,200,31.9
29.1,27.7,31.6,25.3,1011.4,80,69,0.3,0,5.5,18,5.1,200,21.1
29.2,27.5,32.9,24.4,1012.1,76,53,0,0,9.3,24.28,6.6,200,11.8
27.9,25.8,31.6,24.7,1011.6,83,67,3.7,0,5.3,16.33,2.1,190,15.2
28.1,26.3,30.9,24.2,1011.1,80,72,0.6,0,3.4,14.87,5.8,190,14
28.5,26.1,31.8,24.3,1011,78,49,0,0,11.4,26.95,5.9,70,6.8
28.9,26.9,32.2,24.6,1011.2,78,69,0,0,10.7,24.94,6.4,20,11.8
28.9,26.8,32.3,24.5,1011.6,78,54,0,0,11.4,27.21,6.5,100,9.8
29.5,27.3,33.3,24.5,1010.6,75,38,0,0,10.3,26.46,5.3,20,5.5
29.4,26.8,33.3,24.1,1008.3,74,29,0,0,5.7,16.08,5.5,10,4.4
29.6,27.6,33.3,24.4,1006.1,74,27,0,0,10.8,26.58,7.5,220,8.7
30.1,27.8,33.1,24.2,1005.3,72,29,0,0,10.6,24.56,7.1,220,6.1
30.7,28.2,33.3,24.9,1003.4,72,40,0,3,10,20.82,7.7,290,10.9
32.4,30,36.3,24,998.5,62,55,0,1,10.8,23.58,8.1,290,17.2
31,26.9,34.7,24.8,998.5,71,80,11.6,0,10,23.29,6.5,220,26.4
28.1,25.1,30.6,25.2,1004.5,85,88,23.5,0,0.6,9.04,6.4,230,20.2
29.2,26.3,32.8,25.4,1007.3,81,77,16.8,0,6.5,20.23,5.2,220,13.9
30,27.8,33.7,25.8,1007.9,79,78,0,0,9.1,22.94,5.3,220,11.9
28,26.4,29.6,25.6,1007.9,87,84,27.5,0,0.1,5.79,3.3,230,22.9
26.9,25.6,28.8,25.1,1007.4,90,88,18.9,0,0.2,4.29,3.1,210,12.9
27,24.9,28.6,25,1008.5,89,88,24.6,0,0.3,3.3,0,220,14.2
29.2,26.9,31.2,26.5,1008.5,86,88,0.1,0,0.2,8.59,2.8,230,18.1
29.9,28.3,32.4,26.6,1008.2,83,81,0,0,8.4,23.23,3,230,20.5
30.2,28.4,33.8,25.8,1008,78,67,0,0,10.2,25.92,6.5,220,18.1
30.1,28.1,32.8,25.7,1007.7,77,59,0,0,10.4,25.7,7.1,230,16.6
29.1,26.8,31.2,26.1,1006.3,84,67,6.1,1,5,11.82,3.9,270,7
30,26.9,33.4,25.5,1002.2,77,70,0,1,7.7,19.97,6.8,350,13.6
30.2,28.4,32,24.4,1000.1,71,48,0,0,6.1,15.82,4.1,10,12
30.6,28,32.9,24.2,1000,69,30,3.4,1,7.6,19.01,4.4,220,11.7
30.7,28.3,33.2,24.3,1002.4,70,48,0,4,7.8,19.49,6.3,10,11
30.6,27.9,34.4,23.2,1005.5,65,22,0,1,9.1,18.8,3.4,10,10.7
28.9,27.8,31.7,25.3,1008.1,81,78,0.2,2,1.1,8.01,3.3,40,16.4
29,27,32.4,25,1008.1,79,75,0,0,6.7,19.39,5.1,200,12
28.3,26.9,31.2,24.4,1006.5,79,84,0,0,4.5,14.04,3.9,210,8.9
27.8,26.5,29.6,24.8,1006.2,84,87,0.9,0,3.1,9,2.3,230,11
26.6,25.8,27.9,25.2,1006.8,92,88,9.7,0,0,4.98,0.5,220,5.9
27.4,25.8,29,25,1007.4,87,88,0,0,0.9,9.78,2.9,40,5.7
27.4,25.7,28.9,25.4,1007.8,89,87,5.3,0,0.4,9.54,2.6,50,8.6
25.8,24.5,27.7,24.8,1010.9,94,88,39,0,0,2.27,1.5,100,16.5
27.6,25.8,29,25.8,1013,90,87,0.2,0,0.7,10.74,2.4,60,18.2
29.1,27,32.9,25.7,1013.1,82,60,0,0,8.7,22.09,4.8,80,9.8
29.3,27.2,31.9,24.8,1011.1,78,38,0,0,11,25.27,6.6,220,11.7
29.6,27.8,32.3,25.6,1008.1,79,43,0,0,9.7,23.75,6,240,24.9
28.3,26.7,29.6,25.9,1007.2,87,82,7.3,0,0.5,5.72,2.3,250,21.3
27.9,26.4,30.7,23.1,1009.4,75,60,0,0,8.3,20.18,6.6,60,29
28.2,26.5,31.2,23,1012,74,44,0,0,10.1,23.03,6.5,70,26.2
28.1,26.5,31.3,23.2,1012.7,75,47,0,0,7.9,20.86,6.1,60,24.7
28.1,26.8,31,23.7,1011.1,77,46,0,0,8.4,21.48,6.2,100,21.4
27.9,26.2,30.5,23.2,1011.5,76,66,0,0,6.7,18.07,6.3,90,22.6
28,25.8,31.2,21.4,1013,68,49,0,0,9.2,22.46,6.1,50,39.9
28,25.9,31.4,22.1,1012.2,71,46,0,0,9.3,23.14,7.7,60,41.3
28.6,26.5,31.9,23.1,1011.3,73,60,0,0,9,23.08,6.1,70,39.5
28.1,26.9,31,24.5,1011.9,81,86,1.5,0,2.1,13.9,2.3,70,32.2
28.2,27.1,30.6,24.2,1014.6,79,72,0,0,7.1,19.8,5.6,70,27.4
28.5,26.8,31.8,24,1015,77,47,0,0,8.6,20.72,4.3,70,14.5
28.3,26.8,30.6,24.3,1012.2,79,67,0,0,3.8,11.39,3,180,8.1
28.7,27.1,31.1,24.5,1009.3,78,74,0,0,7.7,18.12,6,200,14.5
27.4,25.5,28.7,23.8,1008.6,81,88,16.9,0,0.4,7.96,1.6,190,11.9
28.1,26.3,31,25.5,1009.9,86,67,2.9,0,8.8,20.78,4.9,110,14.8
28.9,27.3,32,25.3,1009.1,81,40,0,0,6.8,14.15,3.9,110,10.2
29.3,27.4,32,24.7,1006.7,77,23,0,0,11.1,23.76,6.2,230,17.3
29.7,28.1,32.2,25.3,1004.9,78,38,0,0,11,23.62,3.5,230,20.5
28.7,26.9,32.2,26.3,1006.7,87,71,10.2,3,4.7,11.85,3.9,90,14
27.8,26.5,30.2,25,1008.2,85,81,4.6,0,2.5,9.87,5.6,90,15.1
29,25.8,32.8,20.6,1006.7,61,30,0,0,11.1,21.98,6.2,10,16.4
29.7,27.4,31.3,20,1005.6,56,53,0,0,10.4,20.82,5.5,290,15.5
29.8,28.2,32.7,24.8,1011,75,78,0,0,8.5,19.6,3.6,140,12.7
28.8,26.4,31.7,25.3,1013,81,84,0.3,1,2.9,11.49,5,30,7.9
27.9,26.5,31.6,23.1,1012.4,76,82,7,0,4.2,13.01,2.4,10,30.6
26.8,24.2,29.7,23.7,1011.7,83,88,46.4,1,1.6,10.88,0,60,52.8
26.7,24.9,27.8,25.2,1013.2,92,95,38.1,0,0,2.76,0.4,120,50.7
26.7,25.4,27.8,25.4,1015.2,93,88,15.6,0,0.9,5.39,1,100,37
26,25.3,26.8,25.4,1014.1,97,86,50.7,0,0.4,3.56,2,100,30.4
26.4,25,27.6,25,1012.7,92,85,5.8,0,0.7,5.65,1.1,140,12.5
27.8,26.1,30,23.1,1010.5,76,54,0,3,10.6,20.77,6.9,300,13
26.8,24.8,29.4,20.9,1011.3,70,45,0,0,7.1,16.44,0,20,20.4
24.3,21.1,26.6,19.9,1013.7,77,85,1,0,0.6,6.93,2.4,20,30.2
20.5,18.5,22.1,16.6,1018,78,88,2,0,0,3,2.6,20,38.3
23.1,21,24.9,16.8,1019,67,88,0,0,0,7.75,3.5,50,28.2
25.1,23.3,27.8,19.1,1018.7,70,68,0,0,10.5,20.16,2.5,70,32.4
25,23.1,28.2,20.1,1017.4,75,51,0,0,7.4,17.48,4,70,24.1
25.2,23.1,28.7,20.7,1015.2,76,19,0,6,9.1,18.35,4.1,90,14.1
25.8,23.3,29.4,20.4,1013.8,73,20,0,12,10.5,19.99,6.2,30,10
26.2,23.6,30.8,19.5,1013.4,69,17,0,1,10.5,20.53,3,70,12.4
25.5,23.5,29.1,19.3,1012.5,70,43,0,0,9.7,19.14,5.3,60,8.9
25.3,23.1,28.2,16.7,1010.2,59,79,0,0,4.4,14.42,5.9,20,17.3
26.2,23.8,29.1,17.3,1008.3,58,78,0,0,7.5,16.77,4.8,10,17.2
26.4,24.3,29.2,19.3,1010.2,65,64,0,0,6.4,13.42,2.8,10,13.2
27,25.3,30.6,20.9,1012,70,48,0,1,7.8,14.49,3.5,120,9.2
27,24.8,30.7,21.6,1013,73,50,0,0,8.3,16.88,3.1,80,9.9
26.8,24.9,29.6,22.1,1015,76,61,0,0,8.2,16.85,6.9,80,19.7
